name,id,primary_economy,x,y,z,population,edsm_id,needs_permit
Zhuang,19799,Military,22.78125,-196.03125,-14.34375,552617,4454,0
Zlotrimi,19811,Refinery,-16,-23.21875,139.5625,930293005,3048,0
Zosia,19837,High Tech,-16.75,19.59375,-60.0625,18148154,8917,0
Zuruaha,19842,Extraction,137.28125,53.1875,-11.8125,7095436,8236,0
Zvaithhogg,19845,High Tech,81.0625,-129.3125,-3.5,21398781,9100,0
ZZ Piscium,19851,High Tech,-27.65625,-35.34375,0.875,10807476,5084,0
Aakushu,19854,High Tech,73.9375,-80.84375,116.625,16676412,11266,0
Atlas,19991,Refinery,-76.71875,-147.34375,-344.4375,1200000,23595,0
George Pantazis,20581,Refinery,-12.09375,-16,-14.21875,3899661,24533,0
HIP 17497,20652,Extraction,-79.125,-158.6875,-349.125,1200000,24635,0
HIP 17692,20656,Extraction,-74.125,-143.96875,-328.78125,900000,24639,0
Pepper,21153,Refinery,-11.65625,29.875,-57.71875,4299999952,25419,0
Taygeta,21389,Extraction,-88.5,-159.6875,-366.28125,1200000,25809,0
Aditi,21910,Refinery,72.875,-337.84375,-159.40625,15000000,20171,0
Laka,22363,Refinery,110.40625,-234.53125,115.09375,15000000,21919,0
Pleiades Sector HR-W d1-41,22434,Refinery,-83.96875,-146.15625,-334.21875,1200000,25480,0
New Yembo,22539,Extraction,-334.625,-4.46875,73.5,500000,22103,0
42 n Persei,22854,Military,-83.5625,-73.40625,-244.34375,1200000,25933,0
Fehu,25651,Agriculture,46.375,-448.6875,-127.125,3000000,31416,0
HIP 17694,25694,High Tech,-72.25,-152.53125,-338.6875,800000,24640,0
Deive,30393,High Tech,-121.25,-99.40625,9.1875,6401375,184235,0
Pleiades Sector IH-V c2-7,32581,Extraction,-78.46875,-144.9375,-324.9375,1200000,22202,0
HIP 16753,35347,Industrial,-88.3125,-172.9375,-348.84375,1200000,26922,0
HIP 18390,40986,Refinery,-299.0625,-229.25,-876.125,500000,99634,0
Stuemeae FG-Y d7561,98853,Extraction,28.6875,-19.78125,25899.6875,750000,39180,0
Pleiades Sector KC-V c2-4,207784,Refinery,-88.8125,-148.71875,-321.1875,1200000,214029,0
Musca Dark Region PJ-P b6-1,1201699,High Tech,432.625,2.53125,288.6875,1462571,1470869,0
Aarti,3616854,Extraction,163.15625,-64.53125,-10.6875,5930060,3535328,0
Coalsack Sector VU-O b6-6,8809828,Refinery,418.65625,24.25,304.5625,1560988,11621345,0
